line_no,work_shift,worker_years,work_min,temp_c,humid_percent,gauge_a,gauge_b,gauge_c,is_defect
1호기,밤,8,32.9,23.7,35.3,118.27,196.10,49.29,0
3호기,밤,8,29.2,24.1,53.5,88.97,202.55,49.86,0
3호기,낮,,23.4,24.6,37.6,85.68,178.35,49.07,0
2호기,밤,12,27.1,24.4,52.9,107.63,224.86,50.25,0
1호기,밤,4,35.6,21.9,62.8,100.10,215.97,56.17,0
1호기,낮,15,30.0,28.9,57.8,106.81,191.47,47.81,0
3호기,낮,1,27.2,27.4,47.2,81.29,200.37,51.62,0
2호기,밤,1,26.6,24.1,49.4,107.34,239.38,45.29,0
1호기,낮,4,27.0,27.7,45.3,108.67,223.67,56.42,0
3호기,낮,1,27.8,21.8,46.9,115.14,204.47,46.39,0
1호기,낮,8,33.9,25.8,60.8,118.68,222.69,50.53,0
2호기,낮,5,28.5,22.7,51.5,93.38,182.10,44.12,0
1호기,밤,15,28.3,26.0,44.8,90.43,219.21,47.22,0
2호기,밤,0,25.9,23.9,52.7,113.97,195.29,45.78,0
3호기,밤,1,28.5,28.2,50.9,94.26,180.62,46.91,0
1호기,밤,6,28.9,25.8,35.8,96.14,236.13,48.07,0
1호기,밤,6,30.2,23.3,37.7,113.82,201.21,44.30,0
2호기,밤,11,31.6,23.1,62.6,83.94,212.32,48.91,0
3호기,낮,3,38.2,22.6,41.1,90.59,202.24,50.46,0
1호기,밤,0,34.9,24.9,45.6,108.50,212.68,53.25,0
2호기,밤,16,30.2,26.4,74.0,90.72,165.09,47.90,0
3호기,낮,11,37.0,28.2,40.1,97.40,194.38,52.08,0
1호기,밤,9,21.4,29.2,40.7,97.72,178.06,42.39,0
2호기,밤,4,32.1,25.7,45.1,92.37,166.13,40.44,0
2호기,밤,11,26.0,23.1,54.1,85.53,197.37,49.78,0
1호기,낮,15,35.7,23.9,71.2,86.68,170.39,43.75,0
1호기,밤,9,21.4,26.2,59.8,98.74,158.32,51.46,0
1호기,낮,12,28.9,27.9,35.9,111.67,196.09,49.38,0
3호기,낮,16,,26.3,62.0,91.92,171.52,39.11,0
2호기,밤,11,33.8,22.5,82.3,106.25,210.50,46.04,0
1호기,밤,7,31.6,27.8,53.8,110.93,178.06,45.75,0
1호기,낮,,26.2,19.4,51.6,99.41,183.73,53.75,0
3호기,낮,13,31.3,22.1,62.0,100.41,207.50,48.13,0
2호기,낮,11,36.9,23.3,65.0,95.13,223.90,46.55,0
3호기,밤,16,28.1,27.8,54.6,102.80,167.47,54.43,0
1호기,낮,6,29.2,17.0,48.5,113.49,173.84,52.32,0
3호기,밤,10,34.9,22.9,41.9,90.26,217.02,37.59,0
2호기,낮,3,,29.1,58.0,111.65,196.01,51.61,0
3호기,밤,15,30.8,19.4,51.8,98.31,214.15,46.06,0
3호기,밤,13,30.9,26.4,60.3,98.03,187.93,45.02,0
1호기,낮,4,34.2,25.0,43.1,93.71,208.29,51.52,0
1호기,밤,13,28.1,18.0,47.7,119.57,208.36,49.80,0
3호기,밤,5,35.4,24.7,51.3,112.34,201.22,41.17,0
3호기,낮,5,39.7,26.3,56.5,108.54,182.35,46.79,0
1호기,밤,14,24.9,26.0,55.0,105.97,222.27,51.35,0
2호기,낮,8,29.2,21.9,47.3,88.61,175.83,50.00,0
1호기,낮,0,29.7,29.8,72.3,101.80,224.43,46.22,0
1호기,낮,2,35.5,21.0,55.3,101.04,174.52,50.94,0
2호기,낮,9,31.3,30.4,57.6,114.14,186.57,41.60,0
2호기,낮,7,31.3,27.0,43.9,109.87,242.65,58.00,0
3호기,낮,4,32.7,27.9,57.8,110.48,221.47,47.54,0
1호기,낮,13,33.9,23.9,45.7,106.00,182.69,50.03,0
3호기,밤,4,31.6,20.0,51.5,104.13,200.48,51.39,0
3호기,밤,8,31.4,24.0,53.3,77.79,193.16,47.45,0
3호기,낮,12,,23.1,53.1,101.02,257.27,43.40,0
3호기,낮,7,25.1,21.5,40.2,85.70,182.16,58.77,0
2호기,낮,0,,27.5,36.0,102.75,153.16,50.46,0
3호기,낮,4,21.6,19.1,52.4,78.73,188.43,53.44,0
2호기,밤,5,38.7,20.8,23.8,109.48,229.30,51.26,0
2호기,낮,6,27.0,24.0,36.3,108.83,220.55,37.76,0
1호기,낮,11,33.8,33.6,48.5,97.71,231.35,40.66,0
1호기,낮,3,29.3,25.4,51.5,84.79,194.51,50.73,0
1호기,낮,11,26.2,24.6,62.9,113.87,167.72,49.54,0
1호기,낮,1,27.1,21.3,60.6,104.22,188.42,51.06,0
1호기,밤,13,29.5,23.0,64.2,91.26,217.84,54.74,0
2호기,낮,1,32.4,25.5,50.1,118.81,196.37,48.62,0
2호기,밤,14,22.4,24.1,55.7,109.90,181.62,52.74,0
1호기,낮,7,33.5,22.8,58.6,101.07,181.50,52.73,0
3호기,밤,9,28.6,30.0,44.2,93.55,206.73,44.57,0
3호기,낮,,27.6,25.3,42.0,115.12,194.68,45.57,0
1호기,밤,,25.0,30.7,58.9,99.08,177.76,44.95,0
3호기,밤,7,32.5,29.7,44.3,110.75,201.93,49.97,0
2호기,낮,8,32.8,26.7,63.9,100.70,178.00,48.37,0
1호기,낮,1,37.4,23.6,42.4,105.34,219.81,49.41,0
3호기,밤,,26.8,24.7,60.6,110.93,190.68,47.16,0
1호기,밤,16,30.4,26.9,38.3,114.97,190.67,54.27,0
1호기,낮,10,28.2,28.3,45.0,102.32,233.95,48.65,0
2호기,낮,16,33.0,26.9,30.3,96.41,196.20,50.82,0
3호기,밤,7,34.8,24.8,55.4,96.88,214.02,55.75,0
1호기,밤,13,28.0,22.1,49.5,109.27,214.81,45.31,0
3호기,밤,9,32.6,21.8,55.3,97.79,206.01,52.85,0
2호기,낮,7,35.9,23.3,46.6,92.16,208.31,54.02,0
1호기,낮,12,37.2,27.9,64.3,109.18,199.20,52.44,0
3호기,밤,12,30.8,27.9,61.2,104.28,183.41,54.89,0
1호기,낮,16,26.0,19.5,28.2,104.40,210.20,51.93,0
